Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2019-12-31,298.4041748046875,298.6545164410229,296.8188003800963,297.1711120952465,57077300
2020-01-02,301.1949462890625,301.2135068878565,299.02547824984475,299.96188309387816,59151200
2020-01-03,298.91412353515625,300.05449651285767,297.6995930689409,297.7552182587228,77709700
2020-01-06,300.0545349121094,300.13797270746016,297.01353991573654,297.1340706068842,55653900
2020-01-07,299.2109069824219,299.9618755812816,298.75659672728324,299.47975272224426,40496400
2020-01-08,300.8055419921875,302.0386050732806,299.15526158717347,299.40557500537017,68296000
2020-01-09,302.8451843261719,302.9193701237404,301.7975292108521,302.39090241703354,48473300
2020-01-10,301.9736022949219,303.5960695752632,301.5007882128595,303.43847431243705,53029300
2020-01-13,304.05047607421875,304.0597280791176,302.1684145639248,302.6041641891452,47086800
2020-01-14,303.5868835449219,304.6716032036604,303.0213229716388,303.60541584646273,62832800
2020-01-15,304.27294921875,305.0424499965816,303.410730345211,303.49416814327054,72056600
2020-01-16,306.8040466308594,306.8040466308594,305.44117250791817,305.6729536288701,54050300
2020-01-17,307.7589416503906,307.9721621446216,306.7390991988838,307.52716056112047,95846000
2020-01-21,307.15631103515625,307.9721850570609,306.71130941854796,306.78546692345196,77742400
2020-01-22,307.1933288574219,308.68601353123415,307.03573358791954,308.0277349782285,48914900
2020-01-23,307.5458068847656,307.9630243175707,305.40415108938026,306.5352443561137,51963000
2020-01-24,304.8106689453125,308.2966656305312,303.50342018835545,308.2132278324604,87578400
2020-01-27,299.9247131347656,301.4266499842314,299.14593211258295,299.4889635789932,84062500
2020-01-28,303.0677795410156,303.9578112508608,300.01753162979446,301.37112564800043,63834000
2020-01-29,302.81744384765625,304.68097341851734,302.6134752961511,304.4491922596977,53888900
2020-01-30,303.80010986328125,304.0133586562443,299.9618296450814,300.7220501330904,75491800
2020-01-31,298.28375244140625,303.32731159381,297.3566280132966,303.1696879918508,113845600
2020-02-03,300.49951171875,302.3908531382433,299.6651055404282,299.78563622164114,69083000
2020-02-04,305.0796203613281,305.960400053816,303.8372767854383,304.1617760560179,62573200
2020-02-05,308.6026306152344,308.81587942426825,306.5722541013585,308.0556305853747,65951100
2020-02-06,309.6409606933594,309.83564885956355,308.5469325982252,309.5760552067626,50359700
2020-02-07,307.9907531738281,309.65028556560486,307.43447284589274,308.565565805044,64139400
2020-02-10,310.2900085449219,310.35491404780646,307.0543532223912,307.0914461231243,42070000
2020-02-11,310.8277282714844,312.45944793843125,310.2899802874024,311.6621345536354,54864500
2020-02-12,312.830322265625,313.0435427661608,311.91244988533276,312.28329398041274,43992700
2020-02-13,312.4966735839844,313.4794235794362,311.105986425107,311.38411253944145,54501900
2020-02-14,312.9972839355469,313.1178146656506,311.6993150990428,312.9138461132286,64582200
2020-02-18,312.19061279296875,313.06211200193417,310.78136558174384,311.98664429100677,57226200
2020-02-19,313.6832275390625,314.3692904567742,312.88591423400163,313.1733204991829,48814700
2020-02-20,312.3946533203125,313.9614961980899,309.36293769245304,313.1270614017554,74163400
2020-02-21,309.17742919921875,311.3376164210889,308.34299467424273,311.02239754672445,113788200
2020-02-24,298.9234313964844,309.25158145980305,297.82940321152034,299.5909620290097,161088400
2020-02-25,289.86541748046875,300.953816597268,288.97538604168346,300.33265913765354,218913200
2020-02-26,288.79925537109375,294.92753417541184,288.05756715627723,291.28394201367996,194773800
2020-02-27,275.82879638671875,288.8548832240512,275.82879638671875,283.1994185799881,284353500
2020-02-28,274.66986083984375,276.18107801250426,264.7310869708262,267.66080322517865,384975800
2020-03-02,286.5649108886719,286.62981639471866,273.00107480463083,276.47779171091906,238703600
2020-03-03,278.35980224609375,290.96869890428064,275.8843961075198,286.94498267173964,300139100
2020-03-04,290.0601501464844,290.2826792604954,281.2246550168901,283.8113402286171,176613400
2020-03-05,280.41802978515625,285.9900563178503,278.14659204867735,282.7544013117626,186366800
2020-03-06,275.7824401855469,277.00625129088274,269.0793482960723,271.78653593607663,228667200
2020-03-09,254.245361328125,263.47951340802854,253.5222053512698,255.2373630380714,309417300
2020-03-10,267.4012451171875,267.49393492689694,253.56853593613423,263.8967158436713,276444100
2020-03-11,254.36590576171875,261.3935264633191,251.13953008294618,260.24390094960467,255316300
2020-03-12,230.02883911132812,247.2269998344369,229.6301682566486,237.3438501778921,392220700
2020-03-13,249.69313049316406,251.69572243435434,230.40894166567574,243.9171357513015,329566100
2020-03-16,222.3708038330078,238.17826430573805,220.0622588716851,223.6038668959046,297240000
2020-03-17,234.37705993652344,237.50147890148386,219.79339653886174,227.1825652688413,262070500
2020-03-18,222.50985717773438,230.26988391983323,211.4029107680486,219.03314065933228,327597100
2020-03-19,222.98269653320312,229.3520511289964,215.2968410618975,221.81452481822967,289322000
2020-03-20,213.3734130859375,227.98687876671326,213.0936374118293,226.17767886812643,347158800
2020-03-23,207.9178466796875,214.19408009070773,203.54406232495595,212.8045507552266,326025200
2020-03-24,226.7559051513672,227.6418639558816,218.0363259189055,218.61451862923366,235494500
2020-03-25,230.1504669189453,239.06590706452997,223.5851369380366,228.3599223786975,299430300
2020-03-26,243.5889434814453,245.0810428090124,232.25813278042165,232.69644478438633,257632800
2020-03-27,236.33346557617188,243.2252033197618,234.1232644732971,236.19358483421166,224341200
2020-03-30,244.0085906982422,244.73599909618724,236.43607546323167,238.45976438879532,171369500
2020-03-31,240.37149047851562,245.57525260936177,238.94465017973812,242.99202705038826,194881100
2020-04-01,229.55360412597656,240.2875642752323,227.4553078753553,231.2602201174131,189554600
2020-04-02,234.8506622314453,235.64334345021692,228.09880553341145,228.65835693606002,177660400
2020-04-03,231.45606994628906,236.24019000471637,228.68631772614506,233.85278317972373,135561200
2020-04-06,247.0021514892578,248.99787848320506,231.43746459643546,240.45547594101922,188061200
2020-04-07,247.2539520263672,256.486451445,247.0301428278452,255.7217320700908,201427200
2020-04-08,255.55386352539062,257.391039839455,247.3658453529545,249.8931189709929,153774500
2020-04-09,259.4427490234375,262.24047804183556,256.8968053711056,258.86452778659265,189999200
2020-04-13,257.073974609375,258.7992463780909,253.11052551420246,258.4541977163415,114839100
2020-04-14,264.6557312011719,265.6908768229173,256.93400363748725,262.0351951140974,134143400
2020-04-15,259.0323791503906,264.7956933412649,256.88743677523325,258.85518739235687,121775000
2020-04-16,260.28192138671875,261.14921008336654,257.16712151126353,260.32853879451255,131798300
2020-04-17,267.31365966796875,267.92913492449776,263.35951716744296,266.1386045310239,146684800
2020-04-20,262.60418701171875,267.4535957117348,262.38037778124743,263.55540470119513,100109300
2020-04-21,254.63064575195312,259.293527340423,253.67939969352406,258.0718546410415,126385700
2020-04-22,260.28192138671875,262.053809782223,258.23957803012485,259.5824895100758,92951600
2020-04-23,260.26336669921875,264.79570206245927,259.9556290598479,261.5783026237401,104709700
2020-04-24,263.89105224609375,264.57184302427623,259.7224360656363,261.80209095189224,85063200
2020-04-27,267.696044921875,268.83378927118895,265.42989109446245,265.89617929565713,77896600
2020-04-28,266.4649963378906,271.75268722543615,266.1572302676305,271.3983037311806,105270000
2020-04-29,273.44061279296875,274.99802730256994,270.8294112642531,271.87389187573933,118745600
2020-04-30,270.894775390625,273.5432886822996,269.1321925129427,272.04182603168465,122901700
2020-05-01,263.7232360839844,271.0626063501023,262.5388460753186,266.0733179026497,125180000
2020-05-04,264.4506530761719,264.7583907151607,260.3100122645108,261.8114463607373,80873200
2020-05-05,266.8939514160156,269.7476319526153,264.5811524850615,267.31362203726525,79569900
2020-05-06,265.08477783203125,269.01091556129825,264.64646589123663,268.6192495052489,73632600
2020-05-07,268.28350830078125,270.2419239683566,267.77060278640107,268.34879546369257,75250400
2020-05-08,272.7225646972656,273.19818762894636,270.3165023534317,271.46358123455855,76452400
2020-05-11,272.77850341796875,274.17736753806093,270.33515864180197,270.76413566984047,79514200
2020-05-12,267.3416442871094,274.4012248219,267.20173508258847,273.9815825882423,95870800
2020-05-13,262.613525390625,267.8266241597866,260.15150998266296,266.77280825228655,144721100
2020-05-14,265.75616455078125,265.8867103821172,254.58389463687888,260.1420676842405,121977900
2020-05-15,266.9778747558594,267.02449217512526,262.3709467178578,263.3314989264311,111146300
2020-05-18,275.1100158691406,276.7420244378559,272.96510170567467,273.291480651441,119703800
2020-05-19,272.2842102050781,276.23832325579303,272.26556893105106,274.5037455925886,95189300
2020-05-20,276.90985107421875,277.78647500066535,275.64156107168105,275.8747051274388,85861700
2020-05-21,274.99810791015625,277.6000037939128,273.88833982016575,276.7793320843429,78293900
2020-05-22,275.5203552246094,275.6975470054014,273.45003461848734,274.7090183651781,63958200
2020-05-26,278.91485595703125,281.8151825155114,275.53893492584734,281.5727036149408,88951400
2020-05-27,283.0648498535156,283.10216086991176,276.8538890120153,281.74991401022817,104817400
2020-05-28,282.5425720214844,286.15163684544433,281.8617812473152,284.10929298289966,90405200
2020-05-29,283.8015441894531,284.3983780492826,279.2785447534037,282.06693797502635,119090800
2020-06-01,284.9486389160156,285.5641426067737,282.6265333472205,283.14877372847593,55758300
2020-06-02,287.3080749511719,287.3547208390642,284.5290159756294,285.8812344450804,74267200
2020-06-03,291.131591796875,292.10147888211145,289.04263049940863,289.3223919374753,92567600
2020-06-04,290.3669128417969,291.8963514751666,288.24064023782057,290.13376879109785,75794400
2020-06-05,297.80889892578125,299.60876427400115,295.7758895129743,295.84117668145115,150524700
2020-06-08,301.40863037109375,301.60446339855105,298.0793266044891,298.6295431311322,73641200
2020-06-09,299.1611022949219,301.48320773267557,297.82749681022113,298.7041206421371,77479200
2020-06-10,297.4918518066406,300.6532992530836,296.764443401437,299.74869906687144,95000800
2020-06-11,280.3417663574219,291.1037055374516,279.782243308524,290.46022557124707,209243600
2020-06-12,283.6990051269531,288.2406467841215,278.4672661712322,287.45728617117777,194678900
2020-06-15,286.3475646972656,287.4946438846565,276.73270454319635,277.92640116537063,135782700
2020-06-16,291.8590393066406,294.3583651498472,286.92573170449174,294.20914954279255,137627500
2020-06-17,290.64666748046875,293.1926104504932,289.9005895328605,292.8941792714499,83398900
2020-06-18,290.7585754394531,291.243504766066,288.64163793716756,289.10792598735975,80828700
2020-06-19,289.0968933105469,294.4734267010111,287.1204838896902,294.27673192909697,135549600
2020-06-22,290.9515686035156,291.3543341867788,287.3266211837307,288.4880953625206,74649400
2020-06-23,292.2909851074219,294.58586256145816,291.87884361702186,293.63980660596644,68471200
2020-06-24,284.8349914550781,290.8484890770068,282.97100757454933,290.2209009574968,132813500
2020-06-25,287.88861083984375,288.1602560504221,282.2029562387228,284.25428777629224,89468000
