Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2014-12-31,172.68533325195312,174.91175014913608,172.55931521728235,174.74372182966204,130333800
2015-01-02,172.59291076660156,173.8111448920031,171.54271777555792,173.39106769558566,121465900
2015-01-05,169.4759063720703,171.70230987578518,169.16505342016106,171.5342815996109,169632600
2015-01-06,167.87962341308594,170.3160655379834,167.0730697163054,169.78676427385443,209151400
2015-01-07,169.97158813476562,170.31605442130996,168.77017382476237,169.2238514360209,125346700
2015-01-08,172.98773193359375,173.2061802141637,171.38304727257352,171.3998411251291,147217800
2015-01-09,171.60150146484375,173.42463460544093,170.97978271958456,173.40782793131604,158567300
2015-01-12,170.2572479248047,171.89555891315098,169.64393893239904,171.73592755984657,144396100
2015-01-13,169.77841186523438,172.6349318517059,168.45936323247807,171.4923212931694,214553300
2015-01-14,168.75340270996094,168.95504436841682,166.82945489534583,167.73681030905232,192991100
2015-01-15,167.20748901367188,169.71954181506166,167.08986794089512,169.40029194308786,176613900
2015-01-16,169.4002685546875,169.55989987850248,166.8125924911332,166.99742741136805,211879600
2015-01-20,169.76148986816406,170.3159945021931,168.17359955779426,170.0471391088224,130991100
2015-01-21,170.6186065673828,171.1058977990591,168.82067614279762,169.2911606920734,122942700
2015-01-22,173.15577697753906,173.29019189973178,169.98839221444138,171.38305119253835,174356000
2015-01-23,172.20643615722656,173.15581466408364,172.0720083860412,172.8953560500103,117516800
2015-01-26,172.6096954345703,172.70211291878758,171.26545626928123,171.9879894677788,92009700
2015-01-27,170.33285522460938,171.49225922219964,169.49270108329782,170.52608708758527,134044600
2015-01-28,168.14845275878906,171.63508738845002,167.9552208918721,171.5342729917516,168514300
2015-01-29,169.70277404785156,169.9632198333397,166.9218525073409,168.35012509312574,173585400
2015-01-30,167.56874084472656,169.85396113363745,167.29989818589075,168.5097221999889,197729700
2015-02-02,169.6439208984375,169.7363383658032,166.23289717159668,168.07283677295533,163107000
2015-02-03,172.09719848632812,172.10560823370346,170.17325083869258,170.55131769821415,124212900
2015-02-04,171.44183349609375,172.55084299624016,170.97974620436608,171.32421244181157,134306700
2015-02-05,173.17257690429688,173.32381132420377,172.03837644380494,172.11398724389065,97953200
2015-02-06,172.69371032714844,174.11357307458366,172.16440904219678,173.54226151277706,125672000
2015-02-09,171.9207763671875,172.7693275844993,171.5090961502164,172.0383974549311,87219000
2015-02-10,173.75228881835938,174.01273457035214,171.96275626213904,172.97095156238112,96164200
2015-02-11,173.8530731201172,174.28995681993237,172.92891134788275,173.58423048773875,91087800
2015-02-12,175.52499389648438,175.58381083724592,173.8866959573776,174.65963619480914,97545900
2015-02-13,176.24755859375,176.2979657978937,175.39059766409736,175.6510562517341,93670400
2015-02-17,176.52481079101562,176.70124882501003,175.67625960972362,175.92829563009198,76968200
2015-02-18,176.5416259765625,176.61723678631816,175.87789690496388,176.1467524326335,80652900
2015-02-19,176.41551208496094,176.78518185159928,175.79380640446115,175.93663102889303,91462500
2015-02-20,177.47422790527344,177.5498387278738,175.365432063553,175.9955478913679,140896400
2015-02-23,177.44894409179688,177.44894409179688,176.83562239972937,177.22209890678926,74411100
2015-02-24,177.95309448242188,178.15473614567486,177.07092983283022,177.37338591784055,72472300
2015-02-25,177.80186462402344,178.31435927714392,177.45739827263773,177.82706822829678,73061700
2015-02-26,177.59178161621094,177.86903401359876,176.97845987968577,177.70940267997537,72697900
2015-02-27,176.98690795898438,177.75984837680915,176.93650075212972,177.49099284726805,108076000
2015-03-02,178.1043243408203,178.16312847874926,177.03732473236988,177.0877319419484,87491400
2015-03-03,177.37335205078125,178.15470212942728,176.4995973163266,177.66741115107794,110325800
2015-03-04,176.62567138671875,176.84411975447753,175.64269219102385,176.76849610885495,114497200
2015-03-05,176.81884765625,177.10449698987802,176.30635311310093,176.95326257695234,76873000
2015-03-06,174.33203125,176.38200995778462,173.99597463090734,175.94512609717356,188128000
2015-03-09,175.05450439453125,175.4157644949904,174.37398164177137,174.53361296792173,89818900
2015-03-10,172.2147979736328,173.75228164128478,172.1727877012354,173.6682739162252,157121300
2015-03-11,171.81153869628906,172.6516929197428,171.72751814604925,172.47525489213365,110145700
2015-03-12,173.9959259033203,174.06312695252853,172.3996253603288,172.4500325571023,93993500
2015-03-13,172.9289093017578,174.69322511136613,171.87871674137187,173.7186561583254,162410900
2015-03-16,175.2393798828125,175.33179736567527,172.95415923360287,173.66829549388217,136099200
2015-03-17,174.71847534179688,175.10493909976398,173.89511498489395,174.49163011532477,94510400
2015-03-18,176.81884765625,177.4993704650782,173.59264598442994,174.23956826801628,228808500
2015-03-19,176.01231384277344,176.82726448375803,175.61744032313197,176.39879043509313,117917300
2015-03-20,177.56593322753906,178.08071544207857,176.78954270145584,176.97520270518874,177715100
2015-03-23,177.21994018554688,178.15667467017747,177.21994018554688,177.57437852068273,71784500
2015-03-24,176.22413635253906,177.5574940739274,176.15662245018416,177.09335692029788,77805300
2015-03-25,173.641845703125,176.67147369877685,173.5996607650153,176.4351813867156,159521700
2015-03-26,173.22824096679688,174.15652797973345,172.25774328609674,172.9666326915424,153067200
2015-03-27,173.6249542236328,173.80216699607297,172.91606450298158,173.11017185160554,118939000
2015-03-30,175.74310302734375,176.04690914669513,174.65447194456144,174.67134076227643,96180400
2015-03-31,174.2071990966797,175.61653093808698,174.1481324779222,174.90764137427183,126768700
2015-04-01,173.59120178222656,174.19881422287222,172.58695308513265,174.1734981109257,137303600
2015-04-02,174.2156524658203,174.67135524414928,173.33798454738954,173.5236445733283,86900900
2015-04-06,175.38864135742188,175.91185793007122,173.17761609678536,173.31263100533596,114368200
2015-04-07,174.92453002929688,176.17350512872648,174.89077951394418,175.413996202159,81236300
2015-04-08,175.51524353027344,175.96251185766056,174.75573467768095,175.1523707984899,89351900
2015-04-09,176.29165649414062,176.52794873952502,174.84858691532614,175.34648751260312,85548900
2015-04-10,177.25369262695312,177.29589042665796,176.34228711352395,176.5448159489702,72722900
2015-04-13,176.4520263671875,177.75164678487175,176.40139414672564,177.11027098711878,74436600
2015-04-14,176.78955078125,176.9752107934681,175.6165240914866,176.24945243942284,75099900
2015-04-15,177.58279418945312,178.09757638122178,177.17772368875356,177.26211927833887,99529300
2015-04-16,177.5322265625,178.04700894151688,177.04276029417545,177.2453020566778,68934900
2015-04-17,175.48992919921875,176.5701258736616,174.69665694958974,176.3253992470757,191113200
2015-04-20,177.09339904785156,177.43095576296489,176.34232441130564,176.42670715160233,92189500
2015-04-21,176.88241577148438,177.94573097061595,176.57860958930925,177.78538703044538,72559800
2015-04-22,177.75160217285156,177.93726218592386,176.2916381721502,177.22837264648402,78264600
2015-04-23,178.19886779785156,178.85711224255627,177.22836994848225,177.34651605709695,102585900
2015-04-24,178.61239624023438,178.88245188229166,178.1566934404649,178.62084352714976,61327400
2015-04-27,177.86973571777344,179.31280504466503,177.67562843248118,179.18622453422168,79358100
2015-04-28,178.43511962890625,178.48575182442983,176.6544811169034,177.844389219536,86863500
2015-04-29,177.7009735107422,178.3085728928764,176.88238513048844,177.53218231224656,125684900
2015-04-30,175.92031860351562,177.51529741997408,175.21142911412127,177.11866131795367,161304900
2015-05-01,177.8275604248047,177.86975822594542,176.61233586293298,176.71360028410197,103399700
2015-05-04,178.33389282226562,178.92462335613413,178.1482328149127,178.25793163601406,70927200
2015-05-05,176.29165649414062,178.45206297288033,176.14819426494023,178.0891773179933,113326200
2015-05-06,175.56585693359375,177.16083565478235,174.48566038574955,176.8485951630182,135060200
2015-05-07,176.2663116455078,176.69671113988935,175.12704840752264,175.46460502389763,88244900
2015-05-08,178.58706665039062,178.78960836664203,177.87818995895188,177.9625855599635,155877300
2015-05-11,177.7347412109375,178.81493802556807,177.6587928904467,178.5448952603913,75708100
2015-05-12,177.20303344726562,177.75157900601687,176.05532300556652,176.89079295550292,119727600
2015-05-13,177.23683166503906,178.24951451804122,177.0005394285706,177.61658612529473,94667900
2015-05-14,179.0850372314453,179.1778672713918,177.98795845306822,178.26644857290768,95934000
2015-05-15,179.27908325195312,179.42254547908914,178.7896170715683,179.27908325195312,76510100
2015-05-18,179.83609008789062,180.08925118698224,179.0428176388347,179.11033155758022,74549700
2015-05-19,179.77694702148438,180.23266259266148,179.49002262597804,179.9541726051552,72114600
2015-05-20,179.65037536621094,180.40988418630758,179.32968756898995,179.87822028606428,76857500
2015-05-21,180.1736297607422,180.384605908003,179.33815958188296,179.50695080126133,64764600
2015-05-22,179.74325561523438,180.20739287006916,179.67574169815805,179.78544054606442,57433500
2015-05-26,177.8106689453125,179.67570348664137,177.3887167110441,179.24530396643303,124308600
2015-05-27,179.49842834472656,179.73472050054858,177.86125206727655,178.27476977844339,93214000
2015-05-28,179.2959442138672,179.40564303548436,178.59550197864402,179.1862325152901,74974600
2015-05-29,178.18199157714844,179.2706226916163,177.91194883928745,179.22843776914084,124919600
2015-06-01,178.54489135742188,179.1946885878099,177.74317173544972,178.85713191947747,93338800
2015-06-02,178.36766052246094,179.06810282188877,177.447807682727,178.08073607506964,91531000
2015-06-03,178.8402099609375,179.47313822929172,178.34230948030222,178.90772385479698,87820900
2015-06-04,177.3296356201172,178.78958662597162,177.00894782762137,178.1229078161063,151882800
2015-06-05,177.02584838867188,177.70940896493315,176.35915663079095,177.17774501585856,121704700
2015-06-08,175.9372100830078,177.0680519221779,175.86126176695518,176.91614241311163,89063300
2015-06-09,175.91189575195312,176.46044141966388,175.270532948327,175.91189575195312,105034700
2015-06-10,178.02163696289062,178.40983866661782,176.62919980394153,176.68826641803238,134551300
2015-06-11,178.59555053710938,178.98373947661034,178.23266483074445,178.46895710964856,73876400
2015-06-12,177.22842407226562,178.46896503004865,176.9499339718486,177.76008816187664,135382400
2015-06-15,176.46885681152344,176.75578122878008,175.35489677705442,176.0722206971558,124384200
2015-06-16,177.43093872070312,177.51533432985687,176.13976573781525,176.3169784892913,85308200
2015-06-17,177.71780395507812,178.33386336725056,176.679805268656,177.71780395507812,126708600
2015-06-18,179.56597900390625,180.03856341233546,177.75158967648136,178.32543849329988,165867900
2015-06-19,178.7688446044922,179.39637616630603,178.3872429943008,179.32005843218684,130478700
2015-06-22,179.68472290039062,180.2783269309646,179.47272053664295,179.7016867125777,70696000
2015-06-23,179.8119354248047,180.1511470012751,179.41338284929967,179.89674155382193,68476800
2015-06-24,178.5059814453125,179.92215561234082,178.48054219808898,179.5405539643913,92307300
2015-06-25,177.9632568359375,179.14198940842564,177.88693909388212,179.01479317166667,97107400
2015-06-26,177.92933654785156,178.57381902645702,177.3696472445488,178.32788905700744,104174800
