,Unnamed: 0,article_id,article_url,comment_count,year,date,title,datetimeobject
3163,2984,2984,https://www.nytimes.com/2016/01/17/business/mutfund/for-etf-traders-lessons-from-the-panic.html,0,2016,17/01/2016,for etf traders lessons from the panic,2016-01-17
3184,3108,3108,https://www.nytimes.com/2016/01/17/world/middleeast/iran-implementation-day-nuclear-sanctions.html,0,2016,17/01/2016,iran implementation day nuclear sanctions,2016-01-17
3266,2980,2980,https://www.nytimes.com/2016/01/17/business/mutfund/fund-managers-win-with-tech-stalwarts-and-burly-brand-names.html,0,2016,17/01/2016,fund managers win with tech stalwarts and burly brand names,2016-01-17
3281,3121,3121,https://www.nytimes.com/2016/01/17/your-money/in-forbes-media-sale-five-figure-battle-started-a-100-million-war.html,0,2016,17/01/2016,in forbes media sale five figure battle started a 100 million war,2016-01-17
3292,3126,3126,https://www.nytimes.com/2016/01/17/world/asia/taiwan-china-singer-chou-tzu-yu.html,0,2016,17/01/2016,taiwan china singer chou tzu yu,2016-01-17
3297,3160,3160,https://www.nytimes.com/2016/01/17/world/middleeast/iran-sanctions-lifted-nuclear-deal.html,0,2016,17/01/2016,iran sanctions lifted nuclear deal,2016-01-17
3307,3161,3161,https://www.nytimes.com/2016/01/17/world/middleeast/why-iran-sanctions-were-lifted-and-what-happens-next.html,0,2016,17/01/2016,why iran sanctions were lifted and what happens next,2016-01-17
3312,3171,3171,https://www.nytimes.com/2016/01/17/world/asia/shenzhen-landslide-china.html,0,2016,17/01/2016,shenzhen landslide china,2016-01-17
3328,3272,3272,https://www.nytimes.com/2016/01/18/world/asia/missing-man-back-in-china-confessing-to-fatal-crime.html,0,2016,18/01/2016,missing man back in china confessing to fatal crime,2016-01-18
3365,3241,3241,https://www.nytimes.com/2016/01/18/world/americas/brazil-zika-warning-rio-games.html,0,2016,18/01/2016,brazil zika warning rio games,2016-01-18
3432,3287,3287,https://www.nytimes.com/2016/01/18/business/chinas-growth-report-and-oil-company-earnings.html,0,2016,18/01/2016,chinas growth report and oil company earnings,2016-01-18
3445,3286,3286,https://www.nytimes.com/2016/01/18/world/asia/a-businessman-who-trafficks-in-hand-me-downs.html,0,2016,18/01/2016,a businessman who trafficks in hand me downs,2016-01-18
3456,3277,3277,https://www.nytimes.com/2016/01/18/world/middleeast/covering-war-at-home-costs-a-yemeni-his-life.html,0,2016,18/01/2016,covering war at home costs a yemeni his life,2016-01-18
3508,3427,3427,https://www.nytimes.com/2016/01/19/world/europe/a-polish-eu-leader-seeks-middle-ground-in-a-dispute-with-poland.html,0,2016,19/01/2016,a polish eu leader seeks middle ground in a dispute with poland,2016-01-19
3536,3437,3437,https://www.nytimes.com/2016/01/19/business/national-book-critics-circle-announces-award-nominees.html,0,2016,19/01/2016,national book critics circle announces award nominees,2016-01-19
3541,3402,3402,https://www.nytimes.com/2016/01/19/business/dealbook/global-tensions-threaten-to-upstage-world-economic-forum-in-davos.html,0,2016,19/01/2016,global tensions threaten to upstage world economic forum in davos,2016-01-19
3542,3365,3365,https://www.nytimes.com/2016/01/19/world/asia/china-shenzhen-landslide-charges.html,0,2016,19/01/2016,china shenzhen landslide charges,2016-01-19
3547,3357,3357,https://www.nytimes.com/2016/01/19/world/asia/china-taiwan-election-reaction.html,12,2016,19/01/2016,china taiwan election reaction,2016-01-19
3548,3354,3354,https://www.nytimes.com/2016/01/19/world/middleeast/iran-us-sanctions.html,0,2016,19/01/2016,iran us sanctions,2016-01-19
3556,3316,3316,https://www.nytimes.com/2016/01/19/world/asia/china-lawyers-arrest-reaction.html,7,2016,19/01/2016,china lawyers arrest reaction,2016-01-19
3574,3372,3372,https://www.nytimes.com/2016/01/19/business/international/oil-iran-sanctions.html,0,2016,19/01/2016,oil iran sanctions,2016-01-19
3579,3456,3456,https://www.nytimes.com/2016/01/19/world/middleeast/dispute-over-oppositions-seat-at-table-threatens-to-push-back-syria-peace-talks.html,0,2016,19/01/2016,dispute over oppositions seat at table threatens to push back syria peace talks,2016-01-19
3625,3462,3462,https://www.nytimes.com/2016/01/19/business/international/china-gdp-economy.html,0,2016,19/01/2016,china gdp economy,2016-01-19
3656,3796,3796,https://www.nytimes.com/interactive/2016/01/20/world/europe/terrorist-attacks-victims.html,0,2016,20/01/2016,terrorist attacks victims,2016-01-20
3662,3791,3791,https://www.nytimes.com/politics/first-draft/2016/01/20/jeb-bush-answers-question-on-iraq-invasion-without-a-stumble/,0,2016,20/01/2016,jeb bush answers question on iraq invasion without a stumble,2016-01-20
3684,3849,3849,https://www.nytimes.com/politics/first-draft/2016/01/20/bill-clinton-warns-of-gridlock-under-bernie-sanderss-health-care-plan/,0,2016,20/01/2016,bill clinton warns of gridlock under bernie sanderss health care plan,2016-01-20
3690,3861,3861,https://www.nytimes.com/politics/first-draft/2016/01/20/bob-dole-warns-of-cataclysmic-losses-with-ted-cruz-and-says-donald-trump-would-do-better/,0,2016,20/01/2016,bob dole warns of cataclysmic losses with ted cruz and says donald trump would do better,2016-01-20
3706,3620,3620,https://www.nytimes.com/2016/01/20/business/international/vw-names-former-bmw-executive-to-oversee-north-america-business.html,0,2016,20/01/2016,vw names former bmw executive to oversee north america business,2016-01-20
3708,3623,3623,https://www.nytimes.com/2016/01/20/world/asia/swedish-rights-worker-held-in-china-said-to-apologize-for-his-actions.html,0,2016,20/01/2016,swedish rights worker held in china said to apologize for his actions,2016-01-20
3753,3689,3689,https://www.nytimes.com/2016/01/20/world/middleeast/diplomacy-and-sanctions-yes-left-unspoken-on-iran-sabotage.html,44,2016,20/01/2016,diplomacy and sanctions yes left unspoken on iran sabotage,2016-01-20
3762,3682,3682,https://www.nytimes.com/2016/01/20/business/media/grammy-awards-to-air-live-even-on-west-coast.html,0,2016,20/01/2016,grammy awards to air live even on west coast,2016-01-20
3800,3529,3529,https://www.nytimes.com/2016/01/20/business/international/china-startups-investment.html,0,2016,20/01/2016,china startups investment,2016-01-20
3803,3533,3533,https://www.nytimes.com/2016/01/20/business/dealbook/lazard-hires-managing-director-to-bolster-restructuring-business.html,0,2016,20/01/2016,lazard hires managing director to bolster restructuring business,2016-01-20
3824,3480,3480,https://www.nytimes.com/2016/01/20/world/asia/china-guangdong-economy.html,14,2016,20/01/2016,china guangdong economy,2016-01-20
3825,3501,3501,https://www.nytimes.com/2016/01/20/world/asia/china-us-college-application.html,33,2016,20/01/2016,china us college application,2016-01-20
3829,3505,3505,https://www.nytimes.com/2016/01/20/business/international/china-economy-slowdown.html,40,2016,20/01/2016,china economy slowdown,2016-01-20
3833,3510,3510,https://www.nytimes.com/2016/01/20/world/asia/peshawar-blast-pakistan.html,0,2016,20/01/2016,peshawar blast pakistan,2016-01-20
3837,3753,3753,https://www.nytimes.com/politics/first-draft/2016/01/20/obama-to-visit-detroit-to-herald-auto-industry-with-flints-water-crisis-as-backdrop/,0,2016,20/01/2016,obama to visit detroit to herald auto industry with flints water crisis as backdrop,2016-01-20
3838,3752,3752,https://www.nytimes.com/politics/first-draft/2016/01/20/senate-to-take-up-house-bill-tightening-restrictions-on-syrian-refugees/,0,2016,20/01/2016,senate to take up house bill tightening restrictions on syrian refugees,2016-01-20
3927,4045,4045,https://www.nytimes.com/interactive/2016/01/21/world/asia/china-televised-confessions.html,0,2016,21/01/2016,china televised confessions,2016-01-21
3963,3715,3715,https://www.nytimes.com/2016/01/21/business/dealbook/for-young-entrepreneurs-a-chance-to-network-with-top-leaders.html,0,2016,21/01/2016,for young entrepreneurs a chance to network with top leaders,2016-01-21
3977,3719,3719,https://www.nytimes.com/2016/01/21/world/asia/north-korea-nuclear-china.html,0,2016,21/01/2016,north korea nuclear china,2016-01-21
3983,3756,3756,https://www.nytimes.com/2016/01/21/world/asia/south-china-sea-vietnam-china.html,0,2016,21/01/2016,south china sea vietnam china,2016-01-21
3995,3780,3780,https://www.nytimes.com/2016/01/21/world/asia/china-eu-schweisgut.html,0,2016,21/01/2016,china eu schweisgut,2016-01-21
4011,3827,3827,https://www.nytimes.com/2016/01/21/business/dealbook/stocks-are-potential-bright-side-to-lower-wall-st-compensation.html,0,2016,21/01/2016,stocks are potential bright side to lower wall st compensation,2016-01-21
4077,3906,3906,https://www.nytimes.com/2016/01/21/business/dealbook/treasury-secretary-urges-fast-action-on-puerto-rico-debt-crisis.html,0,2016,21/01/2016,treasury secretary urges fast action on puerto rico debt crisis,2016-01-21
4086,3939,3939,https://www.nytimes.com/2016/01/21/world/africa/central-african-republic-hunger-threatens-population-un-warns.html,0,2016,21/01/2016,central african republic hunger threatens population un warns,2016-01-21
4087,3916,3916,https://www.nytimes.com/2016/01/21/business/pay-cuts-for-top-leaders-at-viacom.html,0,2016,21/01/2016,pay cuts for top leaders at viacom,2016-01-21
4181,4095,4095,https://www.nytimes.com/2016/01/22/world/americas/zika-virus-may-be-linked-to-surge-in-rare-syndrome-in-brazil.html,46,2016,22/01/2016,zika virus may be linked to surge in rare syndrome in brazil,2016-01-22
4187,4030,4030,https://www.nytimes.com/2016/01/22/fashion/in-britain-new-creative-business-website-draws-support.html,0,2016,22/01/2016,in britain new creative business website draws support,2016-01-22
4207,4049,4049,https://www.nytimes.com/2016/01/22/world/asia/china-confession-cctv.html,0,2016,22/01/2016,china confession cctv,2016-01-22
4256,4212,4212,https://www.nytimes.com/2016/01/22/world/africa/un-finds-south-sudan-increasingly-in-turmoil.html,0,2016,22/01/2016,un finds south sudan increasingly in turmoil,2016-01-22
4302,4100,4100,https://www.nytimes.com/2016/01/22/world/asia/china-database-tigers-and-flies-xi-jinping.html,0,2016,22/01/2016,china database tigers and flies xi jinping,2016-01-22
4319,4147,4147,https://www.nytimes.com/2016/01/22/world/americas/us-presses-for-haiti-runoff-vote-amid-fears-of-violence-and-fraud.html,0,2016,22/01/2016,us presses for haiti runoff vote amid fears of violence and fraud,2016-01-22
4350,4525,4525,https://www.nytimes.com/2016/01/23/world/europe/spains-acting-prime-minister-declines-invitation-to-form-government.html,0,2016,23/01/2016,spains acting prime minister declines invitation to form government,2016-01-23
4407,4497,4497,https://www.nytimes.com/2016/01/23/business/dealbook/fears-about-chinas-economy-fester-at-davos.html,0,2016,23/01/2016,fears about chinas economy fester at davos,2016-01-23
4438,4496,4496,https://www.nytimes.com/2016/01/23/business/philips-halts-sale-of-controlling-stake-in-led-business.html,0,2016,23/01/2016,philips halts sale of controlling stake in led business,2016-01-23
4445,4395,4395,https://www.nytimes.com/2016/01/23/business/dealbook/too-big-to-fail-banks-thriving-a-few-years-after-financial-crisis.html,0,2016,23/01/2016,too big to fail banks thriving a few years after financial crisis,2016-01-23
4496,4297,4297,https://www.nytimes.com/2016/01/23/world/europe/valls-france-eu-warns.html,0,2016,23/01/2016,valls france eu warns,2016-01-23
4611,4584,4584,https://www.nytimes.com/2016/01/24/world/middleeast/david-stoliar-survivor-of-world-war-ii-disaster-dies-at-91.html,0,2016,24/01/2016,david stoliar survivor of world war ii disaster dies at 91,2016-01-24
4631,4607,4607,https://www.nytimes.com/2016/01/24/business/dealbook/failed-talks-raise-specter-of-biggest-default-in-puerto-rico-crisis.html,0,2016,24/01/2016,failed talks raise specter of biggest default in puerto rico crisis,2016-01-24
