,Unnamed: 0,article_id,article_url,comment_count,year,date,title,datetimeobject
6048,22738,237,https://www.nytimes.com/2020/09/02/business/apple-and-google-are-making-it-easier-to-opt-in-to-virus-tracing.html,0,2020,02/09/2020,apple and google are making it easier to opt in to virus tracing,2020-02-09
6053,22743,242,https://www.nytimes.com/2020/09/02/business/australia-recession.html,0,2020,02/09/2020,australia recession,2020-02-09
6054,22744,243,https://www.nytimes.com/2020/09/02/business/dealbook/coronavirus-stimulus-bill.html,0,2020,02/09/2020,coronavirus stimulus bill,2020-02-09
6060,22807,306,https://www.nytimes.com/2020/09/02/business/mercedes-benz-covid-sclass.html,0,2020,02/09/2020,mercedes benz covid sclass,2020-02-09
6079,22734,233,https://www.nytimes.com/2020/09/02/world/coronavirus-covid-live.html,521,2020,02/09/2020,coronavirus covid live,2020-02-09
6112,22822,321,https://www.nytimes.com/2020/09/02/us/politics/covid-testing.html,0,2020,02/09/2020,covid testing,2020-02-09
6113,22824,323,https://www.nytimes.com/2020/09/02/us/elections/us-government-debt-soars-near-levels-not-seen-since-immediately-after-world-war-ii.html,0,2020,02/09/2020,us government debt soars near levels not seen since immediately after world war ii,2020-02-09
6114,22839,338,https://www.nytimes.com/2020/09/02/us/politics/pompeo-china-sanctions.html,9,2020,02/09/2020,pompeo china sanctions,2020-02-09
6120,22823,322,https://www.nytimes.com/2020/09/02/us/politics/joni-ernst-coronavirus.html,0,2020,02/09/2020,joni ernst coronavirus,2020-02-09
6121,22833,332,https://www.nytimes.com/2020/09/02/us/politics/coronavirus-amtrak-furloughs.html,0,2020,02/09/2020,coronavirus amtrak furloughs,2020-02-09
6122,22830,329,https://www.nytimes.com/2020/09/02/health/trump-world-health-organization-funding-coronavirus.html,0,2020,02/09/2020,trump world health organization funding coronavirus,2020-02-09
6123,22829,328,https://www.nytimes.com/2020/09/02/world/asia/india-bans-china-apps.html,0,2020,02/09/2020,india bans china apps,2020-02-09
6133,27550,440,https://www.nytimes.com/2020/10/02/world/australia/american-politics-trump-biden-coronavirus.html,0,2020,02/10/2020,american politics trump biden coronavirus,2020-02-10
6142,27541,431,https://www.nytimes.com/2020/10/02/us/politics/trump-biden-virus-campaign-2020.html,0,2020,02/10/2020,trump biden virus campaign 2020,2020-02-10
6158,27529,419,https://www.nytimes.com/2020/10/02/business/media/foxnews-trump-coronavirus-exposure.html,0,2020,02/10/2020,foxnews trump coronavirus exposure,2020-02-10
6167,27577,467,https://www.nytimes.com/2020/10/02/us/politics/trump-virus-trust.html,0,2020,02/10/2020,trump virus trust,2020-02-10
6171,27582,472,https://www.nytimes.com/2020/10/02/us/politics/trump-coronavirus-risks.html,0,2020,02/10/2020,trump coronavirus risks,2020-02-10
6172,27583,473,https://www.nytimes.com/2020/10/02/us/politics/pence-coronavirus-debate.html,0,2020,02/10/2020,pence coronavirus debate,2020-02-10
6174,27584,474,https://www.nytimes.com/2020/10/02/us/politics/pelosi-stimulus-deal-coronavirus-trump.html,0,2020,02/10/2020,pelosi stimulus deal coronavirus trump,2020-02-10
6175,27586,476,https://www.nytimes.com/2020/10/02/us/politics/trump-hospitalized-with-coronavirus.html,0,2020,02/10/2020,trump hospitalized with coronavirus,2020-02-10
6176,27587,477,https://www.nytimes.com/2020/10/02/us/politics/trump-white-house-virus-decisions.html,0,2020,02/10/2020,trump white house virus decisions,2020-02-10
6182,27519,409,https://www.nytimes.com/2020/10/02/business/media/chris-wallace-trump-coronavirus.html,0,2020,02/10/2020,chris wallace trump coronavirus,2020-02-10
6194,27567,457,https://www.nytimes.com/2020/10/02/world/canada/quebec-coronavirus-restrictions.html,0,2020,02/10/2020,quebec coronavirus restrictions,2020-02-10
6214,27464,354,https://www.nytimes.com/2020/10/02/us/politics/covid-vaccine-guidelines.html,0,2020,02/10/2020,covid vaccine guidelines,2020-02-10
6229,27454,344,https://www.nytimes.com/2020/10/02/business/two-layoffs-a-new-job-with-a-pay-cut-and-then-storms-hit-the-pier.html,0,2020,02/10/2020,two layoffs a new job with a pay cut and then storms hit the pier,2020-02-10
6230,27455,345,https://www.nytimes.com/2020/10/02/your-money/irs-tax-extension-deadline.html,0,2020,02/10/2020,irs tax extension deadline,2020-02-10
6240,27502,392,https://www.nytimes.com/2020/10/02/us/politics/joe-biden-virus-trump.html,196,2020,02/10/2020,joe biden virus trump,2020-02-10
6241,27504,394,https://www.nytimes.com/interactive/2020/10/02/us/politics/trump-contact-tracing-covid.html,0,2020,02/10/2020,trump contact tracing covid,2020-02-10
6252,27508,398,https://www.nytimes.com/2020/10/02/world/02virus-briefing-deblasio.html,0,2020,02/10/2020,02virus briefing deblasio,2020-02-10
6257,27482,372,https://www.nytimes.com/2020/10/02/opinion/international-world/covid-coronavirus-family.html,0,2020,02/10/2020,covid coronavirus family,2020-02-10
6265,27490,380,https://www.nytimes.com/2020/10/02/world/europe/global-voices-trump-coronavirus-positive.html,0,2020,02/10/2020,global voices trump coronavirus positive,2020-02-10
6301,27441,331,https://www.nytimes.com/2020/10/02/us/elections/news-that-the-president-contracted-the-virus-leaves-the-world-shaken.html,0,2020,02/10/2020,news that the president contracted the virus leaves the world shaken,2020-02-10
6306,27435,325,https://www.nytimes.com/2020/10/02/business/dealbook/trump-coronavirus-positive.html,0,2020,02/10/2020,trump coronavirus positive,2020-02-10
6312,27429,319,https://www.nytimes.com/2020/10/02/us/politics/trump-coronavirus-2020-campaign.html,138,2020,02/10/2020,trump coronavirus 2020 campaign,2020-02-10
6313,27428,318,https://www.nytimes.com/2020/10/02/world/trump-covid-world-leaders.html,0,2020,02/10/2020,trump covid world leaders,2020-02-10
6316,27425,315,https://www.nytimes.com/2020/10/02/us/politics/trump-covid-week-photos.html,0,2020,02/10/2020,trump covid week photos,2020-02-10
6324,27366,256,https://www.nytimes.com/2020/10/02/learning/lesson-of-the-day-as-covid-19-closes-schools-the-worlds-children-go-to-work.html,3,2020,02/10/2020,lesson of the day as covid 19 closes schools the worlds children go to work,2020-02-10
6325,27365,255,https://www.nytimes.com/2020/10/02/us/politics/trump-positive-coronavirus-test.html,0,2020,02/10/2020,trump positive coronavirus test,2020-02-10
6331,27359,249,https://www.nytimes.com/2020/10/02/world/reactions-trump-positive-covid-test.html,123,2020,02/10/2020,reactions trump positive covid test,2020-02-10
6332,27358,248,https://www.nytimes.com/2020/10/02/us/politics/secret-service-coronavirus-trump.html,0,2020,02/10/2020,secret service coronavirus trump,2020-02-10
6333,27357,247,https://www.nytimes.com/2020/10/02/business/trump-covid-stock-market.html,0,2020,02/10/2020,trump covid stock market,2020-02-10
6334,27356,246,https://www.nytimes.com/2020/10/02/world/trumps-positive-cause-global-markets-to-tumble.html,0,2020,02/10/2020,trumps positive cause global markets to tumble,2020-02-10
6335,27355,245,https://www.nytimes.com/2020/10/02/world/trump-and-first-lady-test-positive-for-the-virus.html,0,2020,02/10/2020,trump and first lady test positive for the virus,2020-02-10
6336,27354,244,https://www.nytimes.com/2020/10/02/world/asia/covid-south-korea-chuseok.html,0,2020,02/10/2020,covid south korea chuseok,2020-02-10
6339,27351,241,https://www.nytimes.com/2020/10/02/us/politics/trump-covid.html,2360,2020,02/10/2020,trump covid,2020-02-10
6347,27369,259,https://www.nytimes.com/2020/10/02/us/politics/trump-coronavirus-campaign.html,503,2020,02/10/2020,trump coronavirus campaign,2020-02-10
6375,32374,314,https://www.nytimes.com/2020/11/02/us/politics/trump-covid.html,100,2020,02/11/2020,trump covid,2020-02-11
6379,32369,309,https://www.nytimes.com/2020/11/02/world/clearly-coloradans-have-lapsed-new-virus-cases-are-setting-records-in-colorado.html,0,2020,02/11/2020,clearly coloradans have lapsed new virus cases are setting records in colorado,2020-02-11
6398,32379,319,https://www.nytimes.com/2020/11/02/us/politics/election-coronavirus-unemployment.html,50,2020,02/11/2020,election coronavirus unemployment,2020-02-11
6400,32567,507,https://www.nytimes.com/2020/11/02/us/politics/the-trump-campaign-set-up-war-rooms-in-the-white-house-complex-blurring-politics-and-government.html,0,2020,02/11/2020,the trump campaign set up war rooms in the white house complex blurring politics and government,2020-02-11
6408,32449,389,https://www.nytimes.com/2020/11/02/us/politics/armed-with-gloves-and-disinfectant-americans-vote-while-guarding-against-a-resurgent-virus.html,0,2020,02/11/2020,armed with gloves and disinfectant americans vote while guarding against a resurgent virus,2020-02-11
6409,32439,379,https://www.nytimes.com/2020/11/02/us/politics/a-nation-on-edge-on-election-day-fears-of-unrest-are-palpable.html,0,2020,02/11/2020,a nation on edge on election day fears of unrest are palpable,2020-02-11
6443,32302,242,https://www.nytimes.com/2020/11/02/world/europe/britain-johnson-coronavirus-revolt.html,0,2020,02/11/2020,britain johnson coronavirus revolt,2020-02-11
6475,32324,264,https://www.nytimes.com/2020/11/02/us/politics/in-ohio-some-2016-third-party-voters-see-biden-as-the-countrys-only-way-forward.html,0,2020,02/11/2020,in ohio some 2016 third party voters see biden as the countrys only way forward,2020-02-11
6502,32272,212,https://www.nytimes.com/2020/11/02/magazine/covid-business-atlanta.html,60,2020,02/11/2020,covid business atlanta,2020-02-11
6513,32229,169,https://www.nytimes.com/2020/11/02/world/in-san-francisco-the-virus-is-contained-but-schools-are-still-closed.html,0,2020,02/11/2020,in san francisco the virus is contained but schools are still closed,2020-02-11
6524,32240,180,https://www.nytimes.com/2020/11/02/world/europe/edward-snowden-russia-citizenship.html,0,2020,02/11/2020,edward snowden russia citizenship,2020-02-11
6530,32246,186,https://www.nytimes.com/2020/11/02/business/dealbook/as-california-goes-so-goes-the-nations-business.html,0,2020,02/11/2020,as california goes so goes the nations business,2020-02-11
6545,32195,135,https://www.nytimes.com/2020/11/02/world/who-china-coronavirus.html,158,2020,02/11/2020,who china coronavirus,2020-02-11
6546,32193,133,https://www.nytimes.com/2020/11/02/world/mount-everest-empties-as-covid-19-strikes-tourism-in-nepal.html,0,2020,02/11/2020,mount everest empties as covid 19 strikes tourism in nepal,2020-02-11
6548,32191,131,https://www.nytimes.com/2020/11/02/us/politics/caregivers-in-pennsylvania-grapple-with-the-coronaviruss-pain-how-will-they-vote.html,0,2020,02/11/2020,caregivers in pennsylvania grapple with the coronaviruss pain how will they vote,2020-02-11
6549,32188,128,https://www.nytimes.com/2020/11/02/world/asia/coronavirus-nepal-tourism-remittances.html,6,2020,02/11/2020,coronavirus nepal tourism remittances,2020-02-11
6556,32181,121,https://www.nytimes.com/2020/11/02/us/politics/trump-amps-up-uncertainty-and-plays-down-the-pandemic-as-a-chaotic-campaign-races-to-its-conclusion.html,0,2020,02/11/2020,trump amps up uncertainty and plays down the pandemic as a chaotic campaign races to its conclusion,2020-02-11
6618,36844,284,https://www.nytimes.com/2020/12/02/business/covid-treatment-CVS-nursing-homes.html,0,2020,02/12/2020,covid treatment CVS nursing homes,2020-02-12
6623,36849,289,https://www.nytimes.com/2020/12/02/world/europe-is-divided-on-how-to-approach-the-ski-season-after-resorts-bred-virus-clusters.html,0,2020,02/12/2020,europe is divided on how to approach the ski season after resorts bred virus clusters,2020-02-12
6624,36850,290,https://www.nytimes.com/2020/12/02/business/paycheck-protection-program-coronavirus.html,0,2020,02/12/2020,paycheck protection program coronavirus,2020-02-12
6641,36905,345,https://www.nytimes.com/2020/12/02/us/politics/coronavirus-southern-command-china-latin-america.html,0,2020,02/12/2020,coronavirus southern command china latin america,2020-02-12
6648,36912,352,https://www.nytimes.com/2020/12/02/us/politics/coronavirus-stimulus-talks-congress.html,47,2020,02/12/2020,coronavirus stimulus talks congress,2020-02-12
6656,40902,188,https://www.nytimes.com/2020/12/02/world/europe/pfizer-coronavirus-vaccine-approved-uk.html,112,2020,02/12/2020,pfizer coronavirus vaccine approved uk,2020-02-12
6694,36782,222,https://www.nytimes.com/2020/12/02/business/dealbook/convention-centers-coronavirus.html,18,2020,02/12/2020,convention centers coronavirus,2020-02-12
6706,36748,188,https://www.nytimes.com/2020/12/02/world/europe/pfizer-coronavirus-vaccine-approved-uk.html,112,2020,02/12/2020,pfizer coronavirus vaccine approved uk,2020-02-12
6741,36830,270,https://www.nytimes.com/2020/12/02/world/europe/uk-covid-vaccine-pfizer.html,0,2020,02/12/2020,uk covid vaccine pfizer,2020-02-12
6799,40998,284,https://www.nytimes.com/2020/12/02/business/covid-treatment-CVS-nursing-homes.html,0,2020,02/12/2020,covid treatment CVS nursing homes,2020-02-12
6804,41003,289,https://www.nytimes.com/2020/12/02/world/europe-is-divided-on-how-to-approach-the-ski-season-after-resorts-bred-virus-clusters.html,0,2020,02/12/2020,europe is divided on how to approach the ski season after resorts bred virus clusters,2020-02-12
6805,41004,290,https://www.nytimes.com/2020/12/02/business/paycheck-protection-program-coronavirus.html,0,2020,02/12/2020,paycheck protection program coronavirus,2020-02-12
6818,41066,352,https://www.nytimes.com/2020/12/02/us/politics/coronavirus-stimulus-talks-congress.html,47,2020,02/12/2020,coronavirus stimulus talks congress,2020-02-12
6857,41059,345,https://www.nytimes.com/2020/12/02/us/politics/coronavirus-southern-command-china-latin-america.html,0,2020,02/12/2020,coronavirus southern command china latin america,2020-02-12
6875,40936,222,https://www.nytimes.com/2020/12/02/business/dealbook/convention-centers-coronavirus.html,18,2020,02/12/2020,convention centers coronavirus,2020-02-12
6922,40984,270,https://www.nytimes.com/2020/12/02/world/europe/uk-covid-vaccine-pfizer.html,0,2020,02/12/2020,uk covid vaccine pfizer,2020-02-12
6956,6403,6404,https://www.nytimes.com/2020/02/13/us/politics/iran-war-powers-trump.html,273,2020,13/02/2020,iran war powers trump,2020-02-13
6961,6419,6420,https://www.nytimes.com/2020/02/13/world/asia/coronavirus-numbers-explain.html,0,2020,13/02/2020,coronavirus numbers explain,2020-02-13
6978,6377,6378,https://www.nytimes.com/2020/02/13/business/economy/housing-crisis-conor-dougherty-golden-gates.html,425,2020,13/02/2020,housing crisis conor dougherty golden gates,2020-02-13
6993,6395,6396,https://www.nytimes.com/2020/02/13/world/asia/japan-coronavirus-quarantined-ship.html,0,2020,13/02/2020,japan coronavirus quarantined ship,2020-02-13
7004,6449,6450,https://www.nytimes.com/2020/02/13/world/asia/coronavirus-risk-interpreter.html,161,2020,13/02/2020,coronavirus risk interpreter,2020-02-13
7024,6455,6456,https://www.nytimes.com/2020/02/13/world/asia/13china-coronavirus-cases.html,21,2020,13/02/2020,13china coronavirus cases,2020-02-13
7034,6471,6472,https://www.nytimes.com/2020/02/13/us/politics/elizabeth-warren-bloomberg.html,0,2020,13/02/2020,elizabeth warren bloomberg,2020-02-13
7079,6272,6273,https://www.nytimes.com/2020/02/13/world/asia/china-coronavirus.html,91,2020,13/02/2020,china coronavirus,2020-02-13
7083,6278,6279,https://www.nytimes.com/2020/02/13/world/asia/china-coronavirus-american.html,18,2020,13/02/2020,china coronavirus american,2020-02-13
7090,6285,6286,https://www.nytimes.com/2020/02/13/business/china-equifax-deny.html,0,2020,13/02/2020,china equifax deny,2020-02-13
7112,6360,6361,https://www.nytimes.com/2020/02/13/world/asia/china-great-game-central-asia-trump.html,28,2020,13/02/2020,china great game central asia trump,2020-02-13
7121,6369,6370,https://www.nytimes.com/2020/02/13/world/asia/china-coronavirus-xi-jinping.html,9,2020,13/02/2020,china coronavirus xi jinping,2020-02-13
7127,6348,6349,https://www.nytimes.com/2020/02/13/business/media/mcclatchy-bankruptcy.html,15,2020,13/02/2020,mcclatchy bankruptcy,2020-02-13
7161,6586,6587,https://www.nytimes.com/2020/02/14/business/bezos-geffen-warner-estate.html,0,2020,14/02/2020,bezos geffen warner estate,2020-02-14
7187,6574,6575,https://www.nytimes.com/2020/02/14/world/asia/china-coronavirus-doctors.html,129,2020,14/02/2020,china coronavirus doctors,2020-02-14
7196,6623,6624,https://www.nytimes.com/2020/02/14/business/coronavirus-luxury-retail.html,0,2020,14/02/2020,coronavirus luxury retail,2020-02-14
7207,6633,6634,https://www.nytimes.com/2020/02/14/world/asia/beijing-quarantine-coronavirus-rules.html,0,2020,14/02/2020,beijing quarantine coronavirus rules,2020-02-14
7251,6480,6481,https://www.nytimes.com/2020/02/14/world/asia/china-coronavirus.html,76,2020,14/02/2020,china coronavirus,2020-02-14
7253,6483,6484,https://www.nytimes.com/2020/02/14/world/asia/china-coronavirus-chengdu.html,0,2020,14/02/2020,china coronavirus chengdu,2020-02-14
7255,6485,6486,https://www.nytimes.com/2020/02/14/world/asia/coronavirus-north-korea-sanctions.html,0,2020,14/02/2020,coronavirus north korea sanctions,2020-02-14
7272,6542,6543,https://www.nytimes.com/2020/02/14/business/germany-economy-coronavirus.html,0,2020,14/02/2020,germany economy coronavirus,2020-02-14
7287,6539,6540,https://www.nytimes.com/2020/02/14/business/wuhan-coronavirus-journalists.html,0,2020,14/02/2020,wuhan coronavirus journalists,2020-02-14
7295,6526,6527,https://www.nytimes.com/2020/02/14/business/coronavirus-temperature-sensor-guns.html,0,2020,14/02/2020,coronavirus temperature sensor guns,2020-02-14
7318,6647,6648,https://www.nytimes.com/2020/02/14/business/economy/trump-airbus-trade-tariffs.html,0,2020,14/02/2020,trump airbus trade tariffs,2020-02-14
7351,6711,6712,https://www.nytimes.com/2020/02/15/world/asia/xi-china-coronavirus.html,0,2020,15/02/2020,xi china coronavirus,2020-02-15
7353,6713,6714,https://www.nytimes.com/2020/02/15/business/economy/trump-administration-aircraft-china.html,0,2020,15/02/2020,trump administration aircraft china,2020-02-15
7362,6658,6659,https://www.nytimes.com/2020/02/15/world/asia/coronavirus-china-live-updates.html,0,2020,15/02/2020,coronavirus china live updates,2020-02-15
7364,6660,6661,https://www.nytimes.com/2020/02/15/world/asia/japan-cruise-ship-coronavirus.html,0,2020,15/02/2020,japan cruise ship coronavirus,2020-02-15
7369,6665,6666,https://www.nytimes.com/2020/02/15/world/asia/sri-lanka-us-sanctions.html,0,2020,15/02/2020,sri lanka us sanctions,2020-02-15
7378,6672,6673,https://www.nytimes.com/2020/02/15/us/politics/ganesh-sitaraman-buttigieg-warren.html,0,2020,15/02/2020,ganesh sitaraman buttigieg warren,2020-02-15
7380,6682,6683,https://www.nytimes.com/2020/02/15/business/china-coronavirus-lockdown.html,0,2020,15/02/2020,china coronavirus lockdown,2020-02-15
7404,6766,6767,https://www.nytimes.com/2020/02/16/business/economy/us-china-technology.html,0,2020,16/02/2020,us china technology,2020-02-16
7417,6773,6774,https://www.nytimes.com/2020/02/16/business/coronavirus-japan-economy.html,0,2020,16/02/2020,coronavirus japan economy,2020-02-16
7427,6721,6722,https://www.nytimes.com/2020/02/16/world/asia/china-coronavirus.html,0,2020,16/02/2020,china coronavirus,2020-02-16
7450,6736,6737,https://www.nytimes.com/2020/02/16/world/asia/coronavirus-japan-cruise-americans.html,0,2020,16/02/2020,coronavirus japan cruise americans,2020-02-16
7451,6735,6736,https://www.nytimes.com/2020/02/16/world/asia/coronavirus-cruise-americans.html,0,2020,16/02/2020,coronavirus cruise americans,2020-02-16
7464,6844,6845,https://www.nytimes.com/2020/02/17/business/pier1-bankruptcy.html,0,2020,17/02/2020,pier1 bankruptcy,2020-02-17
7467,6841,6842,https://www.nytimes.com/2020/02/17/business/media/bloomberg-news-conflict-of-interest.html,0,2020,17/02/2020,bloomberg news conflict of interest,2020-02-17
7489,6873,6874,https://www.nytimes.com/2020/02/17/world/asia/coronavirus-westerdam-cambodia-hun-sen.html,38,2020,17/02/2020,coronavirus westerdam cambodia hun sen,2020-02-17
7503,6829,6830,https://www.nytimes.com/2020/02/17/world/asia/china-reeducation-camps-leaked.html,0,2020,17/02/2020,china reeducation camps leaked,2020-02-17
7516,6791,6792,https://www.nytimes.com/2020/02/17/business/media/coronavirus-tom-cotton-china.html,0,2020,17/02/2020,coronavirus tom cotton china,2020-02-17
7517,6790,6791,https://www.nytimes.com/2020/02/17/business/china-coronavirus-economy.html,73,2020,17/02/2020,china coronavirus economy,2020-02-17
7520,6786,6787,https://www.nytimes.com/2020/02/17/world/asia/china-coronavirus-hubei-taiwan.html,0,2020,17/02/2020,china coronavirus hubei taiwan,2020-02-17
7523,6830,6831,https://www.nytimes.com/2020/02/17/world/asia/china-coronavirus-congress-postpone.html,0,2020,17/02/2020,china coronavirus congress postpone,2020-02-17
7524,6783,6784,https://www.nytimes.com/2020/02/17/world/asia/china-coronavirus.html,0,2020,17/02/2020,china coronavirus,2020-02-17
7533,6825,6826,https://www.nytimes.com/2020/02/17/world/europe/coronavirus-tourism-europe.html,0,2020,17/02/2020,coronavirus tourism europe,2020-02-17
7534,6823,6824,https://www.nytimes.com/2020/02/17/world/asia/japan-cruise-ship-coronavirus.html,0,2020,17/02/2020,japan cruise ship coronavirus,2020-02-17
7543,6812,6813,https://www.nytimes.com/2020/02/17/world/asia/coronavirus-china-xu-zhiyong.html,0,2020,17/02/2020,coronavirus china xu zhiyong,2020-02-17
7573,6962,6963,https://www.nytimes.com/2020/02/18/world/americas/venezuela-russia-sanctions-trump.html,0,2020,18/02/2020,venezuela russia sanctions trump,2020-02-18
7579,6969,6970,https://www.nytimes.com/2020/02/18/us/politics/trump-contradicts-advisers-china-technology.html,137,2020,18/02/2020,trump contradicts advisers china technology,2020-02-18
7594,7021,7022,https://www.nytimes.com/2020/02/18/business/coronavirus-carnival-cruise-ships.html,49,2020,18/02/2020,coronavirus carnival cruise ships,2020-02-18
7597,7024,7025,https://www.nytimes.com/2020/02/18/world/asia/china-coronavirus-cases.html,0,2020,18/02/2020,china coronavirus cases,2020-02-18
7607,6996,6997,https://www.nytimes.com/2020/02/18/world/asia/china-media-trump.html,0,2020,18/02/2020,china media trump,2020-02-18
7635,6911,6912,https://www.nytimes.com/2020/02/18/us/politics/elizabeth-warren-nevada.html,259,2020,18/02/2020,elizabeth warren nevada,2020-02-18
7644,6883,6884,https://www.nytimes.com/2020/02/18/world/asia/china-coronavirus.html,98,2020,18/02/2020,china coronavirus,2020-02-18
7651,6890,6891,https://www.nytimes.com/2020/02/18/world/asia/mask-hoarders-coronavirus-pharmacy.html,0,2020,18/02/2020,mask hoarders coronavirus pharmacy,2020-02-18
7663,6940,6941,https://www.nytimes.com/2020/02/18/business/china-coronavirus-charity-supplies.html,45,2020,18/02/2020,china coronavirus charity supplies,2020-02-18
7668,6945,6946,https://www.nytimes.com/2020/02/18/world/europe/coronavirus-stigma-europe.html,10,2020,18/02/2020,coronavirus stigma europe,2020-02-18
7694,6933,6934,https://www.nytimes.com/2020/02/18/business/walmart-coronavirus-earnings.html,0,2020,18/02/2020,walmart coronavirus earnings,2020-02-18
7698,7029,7030,https://www.nytimes.com/interactive/2020/02/18/magazine/esports-business.html,16,2020,18/02/2020,esports business,2020-02-18
7707,7034,7035,https://www.nytimes.com/2020/02/18/world/asia/coronavirus-diamond-princess-cdc.html,0,2020,18/02/2020,coronavirus diamond princess cdc,2020-02-18
7727,7148,7149,https://www.nytimes.com/2020/02/19/us/politics/elizabeth-warren-super-pac.html,0,2020,19/02/2020,elizabeth warren super pac,2020-02-19
7731,7129,7130,https://www.nytimes.com/2020/02/19/business/media/polk-awards.html,0,2020,19/02/2020,polk awards,2020-02-19
7741,7140,7141,https://www.nytimes.com/2020/02/19/business/economy/fed-meeting-minutes-coronavirus.html,0,2020,19/02/2020,fed meeting minutes coronavirus,2020-02-19
7749,7172,7173,https://www.nytimes.com/2020/02/19/world/asia/us-china-coronavirus.html,0,2020,19/02/2020,us china coronavirus,2020-02-19
7755,7197,7198,https://www.nytimes.com/2020/02/19/us/politics/elizabeth-warren-debate.html,0,2020,19/02/2020,elizabeth warren debate,2020-02-19
7815,7042,7043,https://www.nytimes.com/2020/02/19/world/asia/china-coronavirus.html,0,2020,19/02/2020,china coronavirus,2020-02-19
7823,7050,7051,https://www.nytimes.com/2020/02/19/business/media/china-wall-street-journal.html,0,2020,19/02/2020,china wall street journal,2020-02-19
7824,7051,7052,https://www.nytimes.com/2020/02/19/world/asia/china-coronavirus-wuhan-journalist.html,0,2020,19/02/2020,china coronavirus wuhan journalist,2020-02-19
7843,7113,7114,https://www.nytimes.com/2020/02/19/world/asia/japan-cruise-ship-coronavirus.html,168,2020,19/02/2020,japan cruise ship coronavirus,2020-02-19
7925,7342,7343,https://www.nytimes.com/2020/02/20/us/politics/elizabeth-warren-debate.html,550,2020,20/02/2020,elizabeth warren debate,2020-02-20
8016,7219,7220,https://www.nytimes.com/2020/02/20/world/asia/china-coronavirus.html,33,2020,20/02/2020,china coronavirus,2020-02-20
8038,7294,7295,https://www.nytimes.com/2020/02/20/world/australia/train-crash-dead.html,0,2020,20/02/2020,train crash dead,2020-02-20
8049,7305,7306,https://www.nytimes.com/2020/02/20/business/economy/china-economy-quarantine.html,0,2020,20/02/2020,china economy quarantine,2020-02-20
8054,7310,7311,https://www.nytimes.com/2020/02/20/business/china-coronavirus-wuhan-delivery.html,8,2020,20/02/2020,china coronavirus wuhan delivery,2020-02-20
8068,7270,7271,https://www.nytimes.com/2020/02/20/business/amazon-coronavirus-supplies.html,37,2020,20/02/2020,amazon coronavirus supplies,2020-02-20
8075,7277,7278,https://www.nytimes.com/2020/02/20/world/asia/coronavirus-hong-kong-doctor-SARS.html,0,2020,20/02/2020,coronavirus hong kong doctor SARS,2020-02-20
8088,7291,7292,https://www.nytimes.com/2020/02/20/world/asia/japan-coronavirus-clusters.html,0,2020,20/02/2020,japan coronavirus clusters,2020-02-20
8115,7518,7519,https://www.nytimes.com/2020/02/21/world/africa/michael-soi-kenya-china.html,0,2020,21/02/2020,michael soi kenya china,2020-02-21
8122,7525,7526,https://www.nytimes.com/2020/02/21/world/asia/china-coronavirus-iran.html,0,2020,21/02/2020,china coronavirus iran,2020-02-21
8127,7532,7533,https://www.nytimes.com/2020/02/21/business/economy/fed-rate-recession-congress-stimulus.html,0,2020,21/02/2020,fed rate recession congress stimulus,2020-02-21
8169,7575,7576,https://www.nytimes.com/2020/02/21/business/coronavirus-global-business.html,0,2020,21/02/2020,coronavirus global business,2020-02-21
8201,7429,7430,https://www.nytimes.com/2020/02/21/world/asia/china-coronavirus.html,140,2020,21/02/2020,china coronavirus,2020-02-21
8212,7440,7441,https://www.nytimes.com/2020/02/21/world/asia/future-forward-party-thailand.html,0,2020,21/02/2020,future forward party thailand,2020-02-21
8225,7497,7498,https://www.nytimes.com/2020/02/21/magazine/world-war-ii-aircraft-project-recover.html,9,2020,21/02/2020,world war ii aircraft project recover,2020-02-21
8228,7501,7502,https://www.nytimes.com/interactive/2020/02/21/business/coronavirus-airline-travel.html,0,2020,21/02/2020,coronavirus airline travel,2020-02-21
8242,7490,7491,https://www.nytimes.com/2020/02/21/world/asia/south-korea-coronavirus-shincheonji.html,42,2020,21/02/2020,south korea coronavirus shincheonji,2020-02-21
8257,7486,7487,https://www.nytimes.com/2020/02/21/us/politics/on-politics-warren-debate.html,0,2020,21/02/2020,on politics warren debate,2020-02-21
8275,7652,7653,https://www.nytimes.com/2020/02/22/us/politics/trump-coronavirus-cruise-ship.html,0,2020,22/02/2020,trump coronavirus cruise ship,2020-02-22
8284,7665,7666,https://www.nytimes.com/2020/02/22/business/media/wall-street-journal-sick-man-china-headline.html,0,2020,22/02/2020,wall street journal sick man china headline,2020-02-22
8289,7660,7661,https://www.nytimes.com/2020/02/22/world/asia/coronavirus-south-korea-iran.html,0,2020,22/02/2020,coronavirus south korea iran,2020-02-22
8300,7604,7605,https://www.nytimes.com/2020/02/22/world/asia/china-coronavirus.html,0,2020,22/02/2020,china coronavirus,2020-02-22
8314,7620,7621,https://www.nytimes.com/2020/02/22/world/asia/coronavirus-japan-cruise-ship.html,219,2020,22/02/2020,coronavirus japan cruise ship,2020-02-22
8320,7627,7628,https://www.nytimes.com/2020/02/22/business/dealbook/berkshire-hathaway-warren-buffett-letter.html,0,2020,22/02/2020,berkshire hathaway warren buffett letter,2020-02-22
